Site Name,Latitude,Longitude,Site Enabled,Device Name,Device Type,Max Power (dBm),Misc Loss (dB),Antenna Type,Mechanical Azimuth (deg),Mechanical Downtilt (deg),Electrical Downtilt (deg),Antenna Height AGL (m),Beamforming Gain (dB),LTE PDSCH Offset (dB),Cell Load (%)
S2532,29.7301740,-95.4408466,true,LTE-ENodeB-122,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2533,29.7333581,-95.4296125,true,LTE-ENodeB-1202,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2534,29.7284775,-95.4496086,true,LTE-ENodeB-1203,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2535,29.7266545,-95.4532222,true,LTE-ENodeB-1204,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2536,29.7284370,-95.4328717,true,LTE-ENodeB-1205,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2537,29.9025692,-95.6376682,true,LTE-ENodeB-1206,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2538,29.7066035,-95.5068456,true,LTE-ENodeB-1207,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2539,29.7097216,-95.4950541,true,LTE-ENodeB-1208,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S254,30.6438718,-96.7507816,true,LTE-ENodeB-1229,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2540,29.7161310,-95.4743751,true,LTE-ENodeB-1209,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2541,29.6660492,-95.4824829,true,LTE-ENodeB-1210,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2542,29.6425845,-95.5025663,true,LTE-ENodeB-1211,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2543,29.6388430,-95.4969512,true,LTE-ENodeB-123,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2544,29.6480520,-95.5067442,true,LTE-ENodeB-1212,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2545,29.6556460,-95.5077536,true,LTE-ENodeB-1213,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2546,29.6565157,-95.5070033,true,LTE-ENodeB-1214,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2547,29.6909628,-95.5094459,true,LTE-ENodeB-1215,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2548,29.6929187,-95.5249582,true,LTE-ENodeB-1216,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2549,29.6775959,-95.5277778,true,LTE-ENodeB-1217,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S255,30.4332069,-96.8337059,true,LTE-ENodeB-1230,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2550,29.6786575,-95.5286369,true,LTE-ENodeB-1218,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2551,29.6759980,-95.5289801,true,LTE-ENodeB-1219,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2552,29.6627384,-95.5543412,true,LTE-ENodeB-1220,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2553,29.7209214,-95.5142711,true,LTE-ENodeB-1221,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2554,29.7160209,-95.5175111,true,LTE-ENodeB-124,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2555,29.7092535,-95.5150390,true,LTE-ENodeB-1222,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2556,29.7199145,-95.5242360,true,LTE-ENodeB-1223,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2557,29.7076644,-95.5384564,true,LTE-ENodeB-1224,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2558,29.7139576,-95.5537023,true,LTE-ENodeB-1225,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2559,29.7181455,-95.5393093,true,LTE-ENodeB-1226,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S256,29.9125175,-95.4137346,true,LTE-ENodeB-1231,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2560,29.7103595,-95.5491834,true,LTE-ENodeB-1227,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2561,29.6922355,-95.5559303,true,LTE-ENodeB-1228,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2562,29.6972681,-95.5305886,true,LTE-ENodeB-1229,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2563,29.6916681,-95.5292207,true,LTE-ENodeB-1230,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2564,29.8147475,-95.6656912,true,LTE-ENodeB-1231,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2565,29.7810285,-95.6029819,true,LTE-ENodeB-125,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2566,29.7841405,-95.5985904,true,LTE-ENodeB-1232,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2567,29.7710305,-95.5930643,true,LTE-ENodeB-1233,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2568,29.7803325,-95.6065501,true,LTE-ENodeB-1234,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2569,29.7701531,-95.6083192,true,LTE-ENodeB-1235,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S257,30.4772844,-96.6116931,true,LTE-ENodeB-125,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2570,29.7838165,-95.6442538,true,LTE-ENodeB-1236,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2571,29.7697813,-95.6082461,true,LTE-ENodeB-1237,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2572,29.7723440,-95.6202362,true,LTE-ENodeB-1238,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2573,29.7596310,-95.5749818,true,LTE-ENodeB-1239,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2574,29.7489625,-95.5589811,true,LTE-ENodeB-1240,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2575,29.7523945,-95.5616420,true,LTE-ENodeB-1241,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2576,29.7413170,-95.5603195,true,LTE-ENodeB-126,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2577,29.7369030,-95.5914162,true,LTE-ENodeB-1242,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2578,29.7131400,-95.6372786,true,LTE-ENodeB-1243,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2579,29.7299315,-95.5954204,true,LTE-ENodeB-1244,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S258,30.5261484,-96.6857756,true,LTE-ENodeB-1232,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2580,29.7332485,-95.5723134,true,LTE-ENodeB-1245,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2581,29.7313485,-95.5917467,true,LTE-ENodeB-1246,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2582,29.7316001,-95.5588023,true,LTE-ENodeB-1247,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2583,29.7279430,-95.5685590,true,LTE-ENodeB-1248,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2584,29.7216625,-95.5609611,true,LTE-ENodeB-1249,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2585,29.7130165,-95.5590888,true,LTE-ENodeB-1250,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2586,29.7044735,-95.5872323,true,LTE-ENodeB-1251,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2587,29.7067270,-95.6437866,true,LTE-ENodeB-127,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2588,29.6853775,-95.5961034,true,LTE-ENodeB-1252,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2589,29.7052004,-95.6372489,true,LTE-ENodeB-1253,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S259,30.3481237,-96.4901443,true,LTE-ENodeB-1233,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2590,29.6912525,-95.6381145,true,LTE-ENodeB-1254,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2591,29.6949845,-95.6007636,true,LTE-ENodeB-1255,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2592,29.6894165,-95.5930807,true,LTE-ENodeB-1256,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2593,29.6739086,-95.6149740,true,LTE-ENodeB-1257,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2594,29.6997187,-95.5600435,true,LTE-ENodeB-1258,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2595,29.6876235,-95.5597535,true,LTE-ENodeB-1259,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2596,29.6600441,-95.5649590,true,LTE-ENodeB-1260,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2597,29.7229131,-95.7017615,true,LTE-ENodeB-1261,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2598,29.7841360,-95.6921587,true,LTE-ENodeB-128,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2599,29.7756050,-95.6952003,true,LTE-ENodeB-1262,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S26,31.8565063,-95.6443204,true,LTE-ENodeB-1022,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S260,30.8919374,-97.8926362,true,LTE-ENodeB-1234,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2600,29.7551987,-95.7160497,true,LTE-ENodeB-1263,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2601,29.7836242,-95.7455061,true,LTE-ENodeB-1264,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2602,29.7662036,-95.3687168,true,LTE-ENodeB-1265,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2603,29.7906500,-95.4489982,true,LTE-ENodeB-1266,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2604,29.7897920,-95.4407467,true,LTE-ENodeB-1267,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2605,29.8021283,-95.4296096,true,LTE-ENodeB-1268,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2606,29.8006022,-95.4344102,true,LTE-ENodeB-1269,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2607,29.8419480,-95.4721553,true,LTE-ENodeB-1270,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2608,29.7877638,-95.4591086,true,LTE-ENodeB-1271,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2609,29.8027030,-95.4694117,true,LTE-ENodeB-129,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S261,30.6613791,-98.0529109,true,LTE-ENodeB-1235,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2610,29.8043755,-95.4677661,true,LTE-ENodeB-1272,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2611,29.8474165,-95.4986528,true,LTE-ENodeB-1273,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2612,29.7981227,-95.4529355,true,LTE-ENodeB-1274,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2613,29.8407313,-95.5044569,true,LTE-ENodeB-1275,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2614,29.8244500,-95.4879745,true,LTE-ENodeB-1276,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2615,29.8183715,-95.4883023,true,LTE-ENodeB-1277,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2616,29.7920150,-95.5141332,true,LTE-ENodeB-1278,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2617,29.8411769,-95.4863163,true,LTE-ENodeB-1279,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2618,29.8614923,-95.5303871,true,LTE-ENodeB-1280,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2619,29.8600960,-95.5224534,true,LTE-ENodeB-1281,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S262,30.7810916,-98.0028386,true,LTE-ENodeB-1236,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2620,29.8647900,-95.5018225,true,LTE-ENodeB-130,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2621,29.8925529,-95.4954084,true,LTE-ENodeB-1282,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2622,29.8740973,-95.4745822,true,LTE-ENodeB-1283,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2623,29.8425421,-95.5238265,true,LTE-ENodeB-1284,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2624,29.8538815,-95.5354939,true,LTE-ENodeB-1285,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2625,29.8464255,-95.5025674,true,LTE-ENodeB-1286,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2626,29.8468675,-95.5213020,true,LTE-ENodeB-1287,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2627,29.8499646,-95.5086492,true,LTE-ENodeB-1288,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2628,29.8766499,-95.4825431,true,LTE-ENodeB-1289,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2629,29.8659079,-95.5528834,true,LTE-ENodeB-1290,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S263,30.8210127,-98.1846291,true,LTE-ENodeB-1237,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2630,29.8238015,-95.5408075,true,LTE-ENodeB-1291,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2631,29.7881703,-95.5442110,true,LTE-ENodeB-131,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2632,29.7855080,-95.5378156,true,LTE-ENodeB-1292,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2633,29.7865716,-95.5492676,true,LTE-ENodeB-1293,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2634,29.8021665,-95.5612299,true,LTE-ENodeB-1294,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2635,29.7877229,-95.5622250,true,LTE-ENodeB-1295,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2636,29.7949616,-95.5130057,true,LTE-ENodeB-1296,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2637,29.8005820,-95.7171498,true,LTE-ENodeB-1297,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2638,29.8645695,-95.4545522,true,LTE-ENodeB-1298,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2639,29.8780505,-95.4263835,true,LTE-ENodeB-1299,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S264,30.8563256,-98.3643089,true,LTE-ENodeB-1238,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2640,29.8733272,-95.5427543,true,LTE-ENodeB-1300,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2641,29.8805895,-95.6455668,true,LTE-ENodeB-1301,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2642,29.8799670,-95.5861192,true,LTE-ENodeB-15,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2643,29.8407837,-95.5918858,true,LTE-ENodeB-132,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2644,29.7869376,-95.6880973,true,LTE-ENodeB-1302,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2645,29.7870310,-95.7132645,true,LTE-ENodeB-1303,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2646,29.7915145,-95.7185572,true,LTE-ENodeB-1304,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2647,29.8308359,-95.6857188,true,LTE-ENodeB-1305,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2648,29.8735235,-95.5707065,true,LTE-ENodeB-1306,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2649,29.8523980,-95.6692003,true,LTE-ENodeB-1307,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S265,30.5494801,-98.2335046,true,LTE-ENodeB-1239,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2650,29.8245820,-95.5697971,true,LTE-ENodeB-1308,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2651,29.8599335,-95.6449987,true,LTE-ENodeB-1309,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2652,29.8663618,-95.6310246,true,LTE-ENodeB-1310,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2653,29.8675200,-95.6420945,true,LTE-ENodeB-1311,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2654,29.8546415,-95.7724794,true,LTE-ENodeB-133,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2655,29.8676690,-95.7231087,true,LTE-ENodeB-1312,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2656,29.8022445,-95.7448005,true,LTE-ENodeB-1313,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2657,29.9002462,-95.6144559,true,LTE-ENodeB-1314,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2658,29.9054255,-95.6293417,true,LTE-ENodeB-1315,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2659,29.8808304,-95.6407411,true,LTE-ENodeB-1316,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S266,30.6617938,-98.3547389,true,LTE-ENodeB-1240,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2660,29.9206253,-95.6427104,true,LTE-ENodeB-1317,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2661,29.9460120,-95.7854867,true,LTE-ENodeB-1318,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2662,29.9683125,-95.6936908,true,LTE-ENodeB-1319,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2663,29.9694372,-95.4220909,true,LTE-ENodeB-1320,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2664,30.0845453,-95.6043570,true,LTE-ENodeB-1321,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2665,29.9124180,-95.8346529,true,LTE-ENodeB-134,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2666,29.7943235,-95.5680223,true,LTE-ENodeB-1322,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2667,29.8132980,-95.6107129,true,LTE-ENodeB-1323,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2668,30.0830583,-95.6128672,true,LTE-ENodeB-1324,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2669,29.9431597,-95.4212127,true,LTE-ENodeB-1325,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S267,29.6248915,-95.2301477,true,LTE-ENodeB-1241,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2670,29.9552982,-95.4218198,true,LTE-ENodeB-1326,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2671,29.9593755,-95.4296312,true,LTE-ENodeB-1327,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2672,29.9612075,-95.4201376,true,LTE-ENodeB-1328,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2673,29.9962269,-95.4270435,true,LTE-ENodeB-1329,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2674,29.9848604,-95.4294823,true,LTE-ENodeB-1330,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2675,29.9930565,-95.4501785,true,LTE-ENodeB-1331,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2676,29.9974487,-95.4287083,true,LTE-ENodeB-135,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2677,30.0930585,-95.6141704,true,LTE-ENodeB-1332,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2678,29.9484250,-95.4405032,true,LTE-ENodeB-1333,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2679,29.9399964,-95.4609098,true,LTE-ENodeB-1334,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S268,28.6377623,-96.6142912,true,LTE-ENodeB-126,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2680,29.9475287,-95.4669656,true,LTE-ENodeB-1335,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2681,29.9635705,-95.4779879,true,LTE-ENodeB-1336,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2682,29.9464330,-95.5168504,true,LTE-ENodeB-1337,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2683,29.9607599,-95.4966522,true,LTE-ENodeB-1338,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2684,29.9635010,-95.4800104,true,LTE-ENodeB-1339,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2685,29.9864020,-95.4890578,true,LTE-ENodeB-1340,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2686,29.9609869,-95.4986971,true,LTE-ENodeB-1341,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2687,30.0600605,-95.6730852,true,LTE-ENodeB-136,Outdoor,45,2,AW3161,120,0,0,40,0,0,50
S2688,29.9535291,-95.5174917,true,LTE-ENodeB-1342,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2689,29.9493600,-95.5581203,true,LTE-ENodeB-1343,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S269,28.6511966,-96.3292983,true,LTE-ENodeB-1242,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2690,29.9475155,-95.6278519,true,LTE-ENodeB-1344,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2691,29.9349435,-95.5699628,true,LTE-ENodeB-1345,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2692,29.9328495,-95.5644390,true,LTE-ENodeB-1346,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2693,29.9231441,-95.5599759,true,LTE-ENodeB-1347,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2694,29.8967659,-95.5832008,true,LTE-ENodeB-1348,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2695,29.9415261,-95.6483919,true,LTE-ENodeB-1349,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2696,30.0863695,-95.6814389,true,LTE-ENodeB-1350,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2697,29.8770960,-95.5551137,true,LTE-ENodeB-1351,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2698,29.9135371,-95.6160303,true,LTE-ENodeB-137,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2699,29.9473305,-95.6275478,true,LTE-ENodeB-1352,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S27,31.8411889,-95.5642674,true,LTE-ENodeB-1023,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S270,28.5458862,-96.7020272,true,LTE-ENodeB-1243,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2700,29.9452288,-95.6480762,true,LTE-ENodeB-1353,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2701,29.9586551,-95.6158698,true,LTE-ENodeB-1354,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2702,29.9659765,-95.5862429,true,LTE-ENodeB-1355,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2703,29.9363355,-95.5914958,true,LTE-ENodeB-1356,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2704,29.9442181,-95.5678371,true,LTE-ENodeB-1357,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2705,29.9668055,-95.5378441,true,LTE-ENodeB-1358,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2706,29.9515169,-95.5799003,true,LTE-ENodeB-1359,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2707,29.9593365,-95.5533612,true,LTE-ENodeB-1360,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2708,30.0219787,-95.6372175,true,LTE-ENodeB-1361,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2709,30.0159090,-95.4827127,true,LTE-ENodeB-138,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S271,28.6735348,-96.6806407,true,LTE-ENodeB-1244,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2710,30.0520268,-95.4339404,true,LTE-ENodeB-1362,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2711,30.0629336,-95.4458148,true,LTE-ENodeB-1363,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2712,30.0435359,-95.4548986,true,LTE-ENodeB-1364,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2713,30.0339565,-95.4754810,true,LTE-ENodeB-1365,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2714,30.0344544,-95.5489349,true,LTE-ENodeB-1366,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2715,30.0032877,-95.5352949,true,LTE-ENodeB-1367,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2716,30.0048274,-95.5536861,true,LTE-ENodeB-1368,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2717,30.0036771,-95.5805857,true,LTE-ENodeB-1369,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2718,29.9907675,-95.5876389,true,LTE-ENodeB-1370,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2719,29.9570807,-95.6496939,true,LTE-ENodeB-1371,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S272,28.4615707,-96.7657431,true,LTE-ENodeB-1245,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2720,29.9809155,-95.6858739,true,LTE-ENodeB-139,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2721,30.0025107,-95.6500003,true,LTE-ENodeB-1372,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2722,30.0328132,-95.7274228,true,LTE-ENodeB-1373,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2723,30.0305090,-95.7813556,true,LTE-ENodeB-1374,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2724,30.0072021,-95.7802387,true,LTE-ENodeB-1375,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2725,30.0681186,-95.8014621,true,LTE-ENodeB-1376,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2726,29.6578460,-95.2715758,true,LTE-ENodeB-1377,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2727,32.5808963,-94.3415256,true,LTE-ENodeB-1378,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2728,30.1533431,-95.9521289,true,LTE-ENodeB-1379,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2729,32.6165983,-94.6289946,true,LTE-ENodeB-1380,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S273,32.4176795,-99.5233671,true,LTE-ENodeB-1246,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2730,32.5947197,-94.4783027,true,LTE-ENodeB-1381,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2731,32.4751020,-94.4043980,true,LTE-ENodeB-140,Outdoor,45,2,AW3161,0,0,0,40,0,0,50
S2732,32.5959969,-94.2242240,true,LTE-ENodeB-1382,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2733,32.4949540,-94.3282107,true,LTE-ENodeB-1383,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2734,32.3546360,-95.9874128,true,LTE-ENodeB-1384,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2735,32.0277851,-96.0112543,true,LTE-ENodeB-1385,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
S2736,29.9851716,-95.3125662,true,LTE-ENodeB-1386,Outdoor,45,2,AW3161,240,0,0,40,0,0,50
